time,open,high,low,close,Volume,Volume MA
2020-05-28T00:00:00Z,5.9e-7,6.1e-7,5.5e-7,5.8e-7,4.052839088543989,4.8158010957665
2020-05-29T00:00:00Z,5.8e-7,6.5e-7,5.8e-7,6.2e-7,1.044188847457991,4.760345579852049
2020-05-30T00:00:00Z,6.2e-7,6.5e-7,5.9e-7,6e-7,1.4789643058669977,4.568656235757749
2020-05-31T00:00:00Z,6e-7,6.3e-7,5.9e-7,5.9e-7,1.486370594597992,4.450369898134149
2020-06-01T00:00:00Z,5.9e-7,6.3e-7,5.4e-7,5.6e-7,3.7828845925419987,4.540747998285299
2020-06-02T00:00:00Z,5.6e-7,6.4e-7,5.5e-7,6.3e-7,2.752450139090001,4.382332037867
2020-06-03T00:00:00Z,6.1e-7,6.8e-7,6.1e-7,6.5e-7,3.9756623757629925,4.029896976930701
2020-06-04T00:00:00Z,6.5e-7,6.7e-7,6.3e-7,6.7e-7,2.8192177120619935,3.7308287086394514
2020-06-05T00:00:00Z,6.6e-7,6.9e-7,6.4e-7,6.5e-7,2.030984447740002,3.544516173202802
2020-06-06T00:00:00Z,6.4e-7,6.7e-7,6.4e-7,6.6e-7,0.7421720461929932,3.372707253310002
2020-06-07T00:00:00Z,6.7e-7,6.8e-7,6.4e-7,6.4e-7,1.892375347084,3.364285141334552
2020-06-08T00:00:00Z,6.5e-7,6.6e-7,6.4e-7,6.5e-7,1.176670075463978,3.337167609608951
2020-06-09T00:00:00Z,6.4e-7,6.9e-7,6.3e-7,6.3e-7,3.7004966590229964,3.3488274253573516
2020-06-10T00:00:00Z,6.3e-7,6.8e-7,6.2e-7,6.7e-7,4.733296295437998,3.3626345304032013
2020-06-11T00:00:00Z,6.7e-7,7.1e-7,6.3e-7,6.4e-7,5.618932506819978,3.382721830543551
2020-06-12T00:00:00Z,6.4e-7,6.6e-7,6.2e-7,6.4e-7,2.5592778862329975,3.3348466932508005
2020-06-13T00:00:00Z,6.4e-7,7.3e-7,6.3e-7,7.1e-7,2.584065476021995,3.136987637239901
2020-06-14T00:00:00Z,7.1e-7,7.8e-7,6.8e-7,7.1e-7,5.153065207468074,3.1821448114496547
2020-06-15T00:00:00Z,7e-7,7.1e-7,6.6e-7,7e-7,5.211964509071998,3.1056382318795555
2020-06-16T00:00:00Z,7e-7,7.4e-7,6.8e-7,7.1e-7,3.040773014535987,2.9918325563508557
2020-06-17T00:00:00Z,7.1e-7,7.3e-7,7e-7,7e-7,2.01906730404298,2.890143967125805
2020-06-18T00:00:00Z,7.1e-7,7.9e-7,7e-7,7.8e-7,4.476931478998992,3.061781098702855
2020-06-19T00:00:00Z,7.8e-7,8.4e-7,7.5e-7,8.1e-7,7.444589069771976,3.360062336898104
2020-06-20T00:00:00Z,8.1e-7,8.4e-7,7.8e-7,8e-7,3.5634732814189847,3.463917471239154
2020-06-21T00:00:00Z,7.9e-7,8.1e-7,7.8e-7,7.9e-7,0.8369234508569998,3.3166194141549035
2020-06-22T00:00:00Z,7.9e-7,7.9e-7,7.1e-7,7.3e-7,6.2982003325189435,3.4939069238263505
2020-06-23T00:00:00Z,7.3e-7,7.5e-7,7.1e-7,7.2e-7,3.5371940064749743,3.47198350536195
2020-06-24T00:00:00Z,7.2e-7,7.4e-7,6.6e-7,7.1e-7,2.834749062036981,3.472760072860699
2020-06-25T00:00:00Z,7e-7,7.3e-7,6.7e-7,7.3e-7,3.757866254634977,3.559104163205448
2020-06-26T00:00:00Z,7.2e-7,7.5e-7,6.8e-7,6.9e-7,2.884453725566991,3.6662182471741476
2020-06-27T00:00:00Z,6.9e-7,7e-7,6.1e-7,6.4e-7,4.445740224418987,3.7938864910408965
2020-06-28T00:00:00Z,6.4e-7,6.7e-7,6.3e-7,6.6e-7,2.7301733581689973,3.871561655176148
2020-06-29T00:00:00Z,6.6e-7,6.7e-7,6.2e-7,6.4e-7,1.5811018160279966,3.7655919130263973
2020-06-30T00:00:00Z,6.4e-7,6.7e-7,6.3e-7,6.6e-7,0.9066414471279995,3.5742591706108975
2020-07-01T00:00:00Z,6.7e-7,6.7e-7,6.2e-7,6.5e-7,1.052101649053,3.3459176277225486
2020-07-02T00:00:00Z,6.4e-7,0.00000108,6.4e-7,9.7e-7,35.62999462898675,4.9994534648602365
2020-07-03T00:00:00Z,9.7e-7,0.00000147,9.1e-7,0.00000141,50.57896676334751,7.3991985292265126
2020-07-04T00:00:00Z,0.0000014,0.00000155,0.00000124,0.00000125,32.9440787164815,8.788749204677185
2020-07-05T00:00:00Z,0.00000125,0.00000133,0.00000114,0.00000122,19.071604035817984,9.481731181014483
2020-07-06T00:00:00Z,0.00000122,0.00000151,0.00000116,0.00000133,20.791877466258946,10.36928640360063
2020-07-07T00:00:00Z,0.00000133,0.00000146,0.00000129,0.00000131,8.226841822998965,10.67967512954843
2020-07-08T00:00:00Z,0.0000013,0.00000131,0.00000119,0.00000123,7.1034769611789805,10.81100240365743
2020-07-09T00:00:00Z,0.00000121,0.00000124,0.00000113,0.00000121,5.476690680688956,10.712607484203279
2020-07-10T00:00:00Z,0.0000012,0.00000122,0.00000106,0.0000011,7.178142376585988,10.893340938961629
2020-07-11T00:00:00Z,0.00000111,0.00000134,0.0000011,0.00000122,14.94739601128891,11.598864566983224
2020-07-12T00:00:00Z,0.00000122,0.0000014,0.00000121,0.00000126,11.336388472588947,11.850773973986723
2020-07-13T00:00:00Z,0.00000127,0.00000131,0.00000113,0.00000115,6.8121878390579775,12.014523665615872
2020-07-14T00:00:00Z,0.00000115,0.00000122,0.00000113,0.00000116,3.3727227613649893,12.041422350582273
2020-07-15T00:00:00Z,0.00000117,0.00000118,0.00000112,0.00000114,1.4580621100000002,11.926432143350524
2020-07-16T00:00:00Z,0.00000115,0.00000116,0.00000104,0.00000112,8.009986607352001,12.182708787439775
2020-07-17T00:00:00Z,0.00000112,0.00000138,0.00000109,0.00000138,17.587552281551,12.839799390296374
2020-07-18T00:00:00Z,0.00000137,0.00000146,0.00000128,0.0000013,7.668850842425977,13.086733264509224
2020-07-19T00:00:00Z,0.0000013,0.0000014,0.00000126,0.00000138,6.704483635269974,13.34290235547132
2020-07-20T00:00:00Z,0.00000138,0.00000187,0.00000135,0.00000176,36.21821893462685,15.108481229846266
2020-07-21T00:00:00Z,0.00000176,0.00000202,0.00000158,0.00000163,38.880403531755704,16.9998963239814
2020-07-22T00:00:00Z,0.00000164,0.00000177,0.00000152,0.00000155,20.677290238011942,16.25226110443266
2020-07-23T00:00:00Z,0.00000155,0.00000167,0.00000146,0.00000152,12.63473300134795,14.355049416332681
2020-07-24T00:00:00Z,0.00000152,0.00000155,0.00000141,0.00000154,10.717293569909895,13.2437101590041
2020-07-25T00:00:00Z,0.00000154,0.00000163,0.00000143,0.00000143,10.211918455825998,12.800725880004501
2020-07-26T00:00:00Z,0.00000144,0.00000153,0.00000132,0.00000151,9.400508199089963,12.231157416646052
2020-07-27T00:00:00Z,0.00000152,0.00000154,0.00000105,0.00000113,20.569224446953914,12.848276547843799
2020-07-28T00:00:00Z,0.00000112,0.0000013,0.00000108,0.00000118,11.204578988483975,13.053331649209047
2020-07-29T00:00:00Z,0.00000119,0.00000125,0.00000112,0.00000113,5.44850196121898,13.051922213235548
2020-07-30T00:00:00Z,0.00000114,0.00000133,0.00000112,0.00000125,10.058045945932976,13.195917391702897
2020-07-31T00:00:00Z,0.00000124,0.00000129,0.00000114,0.00000115,10.354183320795984,12.966256757178252
2020-08-01T00:00:00Z,0.00000115,0.00000121,0.00000109,0.00000111,6.000962479424006,12.699485457520005
2020-08-02T00:00:00Z,0.0000011,0.00000123,0.00000105,0.00000117,13.653432290000003,13.041547680067106
2020-08-03T00:00:00Z,0.00000117,0.00000124,0.00000113,0.00000118,5.267282096196991,13.136275646808707
2020-08-04T00:00:00Z,0.00000118,0.00000125,0.00000115,0.00000121,4.46728631850496,13.286736857233953
2020-08-05T00:00:00Z,0.00000122,0.00000139,0.00000119,0.00000136,9.8783837303289,13.380156713382798
2020-08-06T00:00:00Z,0.00000136,0.00000148,0.00000132,0.00000137,8.724585961366852,12.937008397373589
2020-08-07T00:00:00Z,0.00000137,0.0000015,0.00000135,0.00000144,7.2347578899999965,12.915303749752288
2020-08-08T00:00:00Z,0.00000143,0.00000152,0.0000014,0.00000148,6.07681145,12.883920140488788
2020-08-09T00:00:00Z,0.00000147,0.00000162,0.00000145,0.00000154,4.832942674630995,11.314656327488995
2020-08-10T00:00:00Z,0.00000154,0.00000161,0.00000142,0.00000156,11.009091134267974,9.92109070761461
2020-08-11T00:00:00Z,0.00000155,0.00000156,0.00000135,0.00000141,11.472893203125908,9.460870855870308
2020-08-12T00:00:00Z,0.00000141,0.00000168,0.0000013,0.0000016,11.560545312298954,9.40716147141786
2020-08-13T00:00:00Z,0.0000016,0.00000188,0.0000016,0.00000165,28.242220211646185,10.283407803504675
2020-08-14T00:00:00Z,0.00000164,0.00000178,0.00000161,0.00000169,7.291825426936868,10.137403152060218
2020-08-15T00:00:00Z,0.00000169,0.00000257,0.00000163,0.00000227,34.97174499560263,11.41596499188585
2020-08-16T00:00:00Z,0.0000023,0.00000248,0.0000021,0.00000219,20.618541831588495,11.41843086111758
2020-08-17T00:00:00Z,0.00000218,0.00000241,0.0000021,0.00000214,14.735883993595905,11.594996111373176
2020-08-18T00:00:00Z,0.00000215,0.00000265,0.00000212,0.00000249,29.677060312056412,12.80642402891505
2020-08-19T00:00:00Z,0.00000248,0.00000263,0.00000227,0.00000255,19.657643893160596,13.28640392627643
2020-08-20T00:00:00Z,0.00000254,0.00000322,0.0000025,0.00000298,36.704139127923774,14.60390171663282
2020-08-21T00:00:00Z,0.00000299,0.00000304,0.00000241,0.00000241,23.33990766212949,15.470848975768092
2020-08-22T00:00:00Z,0.00000243,0.00000303,0.0000022,0.00000273,33.799786767594505,16.47816669964782
2020-08-23T00:00:00Z,0.00000274,0.00000299,0.00000273,0.00000285,16.619979207014097,17.04580155518867
2020-08-24T00:00:00Z,0.00000285,0.00000291,0.00000268,0.0000027,8.85509087742501,17.265191783134675
2020-08-25T00:00:00Z,0.00000268,0.00000269,0.00000239,0.0000026,12.873179515684985,17.41493157240248
2020-08-26T00:00:00Z,0.0000026,0.00000276,0.00000244,0.00000251,11.875053735662778,17.572454961117277
2020-08-27T00:00:00Z,0.00000251,0.00000258,0.00000223,0.00000233,6.114235699537423,17.51642885159415
2020-08-28T00:00:00Z,0.00000233,0.00000243,0.00000229,0.00000239,5.65456708,17.49531663309415
2020-08-29T00:00:00Z,0.00000241,0.00000253,0.00000231,0.00000233,9.441323639999997,17.7257356813626
2020-08-30T00:00:00Z,0.00000234,0.00000306,0.00000229,0.000003,31.244480460855364,18.73750514769197
2020-08-31T00:00:00Z,0.000003,0.00000396,0.000003,0.00000335,66.24837775105338,21.476279375088343
2020-09-01T00:00:00Z,0.00000336,0.00000376,0.00000287,0.00000344,44.632105503818075,23.129857384664298
2020-09-02T00:00:00Z,0.00000344,0.00000493,0.00000333,0.00000484,147.81590218933113,29.10854148354855
2020-09-03T00:00:00Z,0.00000484,0.00000484,0.0000039,0.00000405,52.37394407743012,31.362647416073212
2020-09-04T00:00:00Z,0.00000405,0.00000437,0.00000353,0.00000433,46.26752588507864,31.92743646054701
2020-09-05T00:00:00Z,0.00000433,0.00000434,0.00000259,0.00000298,67.14938052755987,34.253978395345584
2020-09-06T00:00:00Z,0.00000298,0.0000035,0.00000242,0.00000328,63.62711028956831,36.6985397101442
2020-09-07T00:00:00Z,0.00000328,0.00000348,0.00000278,0.00000309,47.26937072027563,37.57815523055517
2020-09-08T00:00:00Z,0.00000309,0.00000324,0.00000276,0.00000291,27.65536871871519,37.978041471832896
2020-09-09T00:00:00Z,0.0000029,0.00000328,0.00000275,0.000003,20.26672907428862,37.15617096915114
2020-09-10T00:00:00Z,0.00000299,0.00000328,0.00000299,0.00000316,22.07390556116964,37.09287086410315
2020-09-11T00:00:00Z,0.00000315,0.00000317,0.00000285,0.00000294,20.888214677274814,36.44729225958717
2020-09-12T00:00:00Z,0.00000294,0.000003,0.00000279,0.00000289,10.627701252591871,36.147678361866056
2020-09-13T00:00:00Z,0.00000288,0.0000029,0.00000247,0.0000026,16.352856528863825,36.522566644438
2020-09-14T00:00:00Z,0.0000026,0.00000291,0.00000248,0.00000276,16.745305707161865,36.71617295401184
2020-09-15T00:00:00Z,0.00000276,0.00000307,0.00000245,0.00000248,31.838538944816005,37.714347214469505
2020-09-16T00:00:00Z,0.00000247,0.00000254,0.00000233,0.00000247,11.996178823145806,38.008444370649926
2020-09-17T00:00:00Z,0.00000247,0.00000263,0.00000241,0.00000248,13.805241810199968,38.41597810715992
2020-09-18T00:00:00Z,0.00000247,0.00000359,0.0000024,0.00000358,56.63781248304023,40.77580254931193
2020-09-19T00:00:00Z,0.00000358,0.00000434,0.00000332,0.00000359,87.71622458294449,43.5993897554164
2020-09-20T00:00:00Z,0.00000361,0.00000365,0.00000302,0.00000317,26.90513910926453,41.63222782332695
2020-09-21T00:00:00Z,0.00000317,0.00000394,0.00000307,0.00000357,63.972031593042104,42.599224127788155
2020-09-22T00:00:00Z,0.00000357,0.00000428,0.00000344,0.00000423,56.341228469174105,38.0254904417803
2020-09-23T00:00:00Z,0.00000423,0.00000435,0.00000336,0.00000345,51.97612931238041,38.005599703527814
2020-09-24T00:00:00Z,0.00000346,0.00000393,0.00000334,0.00000369,28.365501524778985,37.110498485512835
2020-09-25T00:00:00Z,0.00000369,0.00000403,0.00000348,0.0000039,17.251345951670643,34.615596756718375
2020-09-26T00:00:00Z,0.0000039,0.00000395,0.0000036,0.00000374,13.673983506726831,32.11794041757629
2020-09-27T00:00:00Z,0.00000374,0.00000386,0.00000354,0.00000379,5.9922981631643815,30.05408678972073
2020-09-28T00:00:00Z,0.00000377,0.00000412,0.0000036,0.00000367,12.999245375418509,29.321280622555896
2020-09-29T00:00:00Z,0.00000367,0.00000391,0.00000348,0.00000359,11.523270703788857,28.884107704030907
2020-09-30T00:00:00Z,0.0000036,0.00000362,0.00000333,0.00000361,9.901395763609717,28.27548221415291
2020-10-01T00:00:00Z,0.00000362,0.00000392,0.00000341,0.00000348,11.811629452814506,27.821652952929888
2020-10-02T00:00:00Z,0.00000349,0.00000353,0.000003,0.00000321,7.300295176402333,27.65528264912041
2020-10-03T00:00:00Z,0.00000322,0.0000033,0.00000302,0.00000312,4.356060660442789,27.055442855699358
2020-10-04T00:00:00Z,0.00000312,0.00000325,0.00000283,0.00000298,8.451888172555922,26.64077197896906
2020-10-05T00:00:00Z,0.00000298,0.00000307,0.0000028,0.0000029,7.637619104063939,25.430725986931456
2020-10-06T00:00:00Z,0.00000291,0.00000297,0.00000241,0.00000244,4.2908788870189705,25.045460990125115
2020-10-07T00:00:00Z,0.00000243,0.00000279,0.0000023,0.00000256,7.009192853075785,24.705658542268907
2020-10-08T00:00:00Z,0.00000254,0.00000291,0.00000254,0.00000274,2.5813971966968072,22.002837777951733
2020-10-09T00:00:00Z,0.00000274,0.0000031,0.00000274,0.00000302,2.72289575770792,17.753171336689906
2020-10-10T00:00:00Z,0.00000301,0.00000317,0.00000286,0.00000294,0.8471210758499536,16.450270435019174
2020-10-11T00:00:00Z,0.00000294,0.00000297,0.0000028,0.00000287,1.191243342689964,13.311231022501568
2020-10-12T00:00:00Z,0.00000287,0.00000308,0.00000276,0.00000277,1.7237554384949523,10.58035737096761
2020-10-13T00:00:00Z,0.00000277,0.00000286,0.00000268,0.00000272,2.1742747018919832,8.09026464044319
2020-10-14T00:00:00Z,0.00000272,0.00000273,0.00000244,0.00000248,3.6453241875339306,6.854255773580936
2020-10-15T00:00:00Z,0.00000249,0.00000271,0.00000237,0.00000263,4.22950859614092,6.20316390580445
2020-10-16T00:00:00Z,0.00000264,0.00000275,0.00000241,0.00000244,2.8839083107139354,5.663660146003806
2020-10-17T00:00:00Z,0.00000244,0.00000251,0.00000227,0.00000236,2.3070647982479713,5.479398477757985
2020-10-18T00:00:00Z,0.00000236,0.00000241,0.00000229,0.00000231,0.9332979386159663,4.876101105917858
2020-10-19T00:00:00Z,0.00000232,0.00000232,0.00000209,0.00000211,5.959096573642148,4.597892399410522
2020-10-20T00:00:00Z,0.00000214,0.00000215,0.0000018,0.00000191,5.182893980262996,4.361967310243186
2020-10-21T00:00:00Z,0.00000191,0.00000198,0.0000018,0.00000182,3.7802389154649,3.9603977833757065
2020-10-22T00:00:00Z,0.00000183,0.00000208,0.00000182,0.00000193,1.3017622483289633,3.6604711369720384
2020-10-23T00:00:00Z,0.00000192,0.00000198,0.00000182,0.00000187,2.2571062237469786,3.5555234151372472
2020-10-24T00:00:00Z,0.00000187,0.00000201,0.00000184,0.00000196,1.3201053681769466,3.1989342749182983
2020-10-25T00:00:00Z,0.00000196,0.00000199,0.00000183,0.00000186,1.3961967571089728,2.8868631575705503
2020-10-26T00:00:00Z,0.00000186,0.00000189,0.00000167,0.00000167,1.6210090403109572,2.75336966523515
2020-10-27T00:00:00Z,0.00000167,0.00000175,0.00000156,0.00000158,3.3925187424889356,2.5725359597058075
2020-10-28T00:00:00Z,0.00000157,0.00000159,0.00000138,0.00000143,3.3053176977969825,2.6087319847608166
2020-10-29T00:00:00Z,0.00000143,0.00000146,0.00000119,0.00000125,6.086544012424874,2.776914397496664
2020-10-30T00:00:00Z,0.00000124,0.00000131,0.00000112,0.00000126,2.821285068646994,2.875622597136516
2020-10-31T00:00:00Z,0.00000126,0.00000135,0.00000117,0.00000121,2.587186052454963,2.945419732624766
2020-11-01T00:00:00Z,0.00000121,0.00000124,0.00000116,0.00000118,1.1091401227379785,2.914688966836917
2020-11-02T00:00:00Z,0.00000119,0.00000128,0.00000117,0.00000118,1.3039202522709719,2.8711712443558666
2020-11-03T00:00:00Z,0.00000118,0.00000118,0.00000106,0.00000107,3.296621914739982,2.853736130716169
2020-11-04T00:00:00Z,0.00000108,0.00000109,9e-7,9.7e-7,5.867217739496971,2.9356215878839715
2020-11-05T00:00:00Z,9.7e-7,0.00000101,8.9e-7,9.3e-7,5.358672750411974,3.059359809868874
2020-11-06T00:00:00Z,9.3e-7,0.00000118,9.1e-7,0.00000116,6.651106438770969,3.2765618918950237
2020-11-07T00:00:00Z,0.00000116,0.00000142,0.00000116,0.00000122,5.409563555550985,3.500375172741775
2020-11-08T00:00:00Z,0.00000122,0.00000129,0.0000012,0.00000125,3.6019979262889974,3.382520240374118
2020-11-09T00:00:00Z,0.00000125,0.00000125,0.00000116,0.00000119,0.2842351265276811,3.1375872976873525
2020-11-10T00:00:00Z,0.00000118,0.00000136,0.00000117,0.00000136,1.0600543776509825,3.001578070796657
2020-11-11T00:00:00Z,0.00000135,0.00000143,0.00000125,0.00000125,2.980692770104977,3.0855245968854574
2020-11-12T00:00:00Z,0.00000126,0.0000013,0.00000104,0.00000107,5.399945634035991,3.242666567399908
2020-11-13T00:00:00Z,0.00000106,0.00000119,0.00000105,0.00000114,2.263861616052983,3.2898543797937103
2020-11-14T00:00:00Z,0.00000114,0.00000116,0.00000108,0.00000112,0.7976232671649974,3.2599257052965114
2020-11-15T00:00:00Z,0.00000112,0.00000117,0.00000107,0.00000111,1.2757692072649915,3.2426637136442134
2020-11-16T00:00:00Z,0.0000011,0.00000121,0.00000107,0.00000115,0.9721472820419802,3.1216451406218653
2020-11-17T00:00:00Z,0.00000116,0.0000012,0.00000104,0.0000011,2.4672235838699352,3.079740434925513
2020-11-18T00:00:00Z,0.0000011,0.00000111,9.4e-7,9.8e-7,3.0157423190439467,2.9262003502564666
2020-11-19T00:00:00Z,9.9e-7,0.00000106,9.5e-7,0.00000101,1.1421735780079836,2.842244775724516
2020-11-20T00:00:00Z,0.00000102,0.00000112,9.8e-7,9.8e-7,2.7898581667569853,2.8523783814396175
2020-11-21T00:00:00Z,9.8e-7,0.0000011,9.7e-7,0.00000108,3.539581411915981,2.9739004458985177
2020-11-22T00:00:00Z,0.00000108,0.00000108,0.000001,0.00000102,2.5529924605589898,3.036354056312919
2020-11-23T00:00:00Z,0.00000103,0.00000121,0.00000102,0.00000121,5.1105419260169835,3.127050056876769
2020-11-24T00:00:00Z,0.00000121,0.0000013,0.00000113,0.00000123,4.148030401964972,3.041090690000169
2020-11-25T00:00:00Z,0.00000123,0.00000133,0.00000116,0.0000012,9.63986308966198,3.255150206962669
2020-11-26T00:00:00Z,0.00000119,0.00000123,9.9e-7,0.00000106,5.094542719370909,3.1773220209926665
2020-11-27T00:00:00Z,0.00000107,0.0000011,0.000001,0.00000105,2.078274434045956,3.010757564917415
2020-11-28T00:00:00Z,0.00000105,0.00000114,0.00000104,0.0000011,4.070172672972986,3.0341663022516143
2020-11-29T00:00:00Z,0.00000109,0.00000111,0.00000104,0.00000105,1.4097234800129812,3.090440719925879
2020-11-30T00:00:00Z,0.00000106,0.00000114,0.00000103,0.00000107,1.2999851445829944,3.10243725827248
2020-12-01T00:00:00Z,0.00000107,0.00000119,0.00000107,0.00000109,8.17836188758697,3.362320714146579
2020-12-02T00:00:00Z,0.0000011,0.00000121,0.00000109,0.00000118,1.1246673479039895,3.1485567998399793
2020-12-03T00:00:00Z,0.0000012,0.00000132,0.00000117,0.00000119,8.135993482700954,3.4421633931723776
2020-12-04T00:00:00Z,0.00000119,0.0000013,0.00000111,0.00000112,2.844189871728933,3.5444917234005744
2020-12-05T00:00:00Z,0.00000112,0.00000119,0.00000111,0.00000117,1.190728757649,3.540239700919775
2020-12-06T00:00:00Z,0.00000117,0.0000012,0.00000111,0.00000113,1.8755039708924979,3.585407535362301
2020-12-07T00:00:00Z,0.00000112,0.00000117,0.00000111,0.00000114,1.0484320956319777,3.514467960950403
2020-12-08T00:00:00Z,0.00000113,0.00000114,0.00000103,0.00000104,2.836185858072959,3.505490137901853
2020-12-09T00:00:00Z,0.00000104,0.00000108,0.000001,0.00000106,1.1610073715659774,3.5064318275797524
2020-12-10T00:00:00Z,0.00000105,0.00000116,0.00000104,0.00000109,2.883355385145966,3.5111066884992015
2020-12-11T00:00:00Z,0.00000109,0.0000011,0.00000101,0.00000102,2.3410633994139904,3.4511807878741023
2020-12-12T00:00:00Z,0.00000101,0.00000105,0.000001,0.00000101,0.8167334438569903,3.3643678370390027
2020-12-13T00:00:00Z,0.00000101,0.00000108,0.000001,0.00000103,1.2798458146259994,3.1728330314694535
2020-12-14T00:00:00Z,0.00000103,0.00000109,0.00000101,0.00000109,1.0583405005939936,3.0183485364009046
2020-12-15T00:00:00Z,0.00000109,0.0000011,0.00000106,0.00000107,0.7540147795169855,2.5740561208936548
2020-12-16T00:00:00Z,0.00000109,0.00000109,9.7e-7,9.8e-7,1.195736566565945,2.379115813253407
2020-12-17T00:00:00Z,9.8e-7,0.000001,8.5e-7,8.6e-7,3.1525148685259974,2.4328278349774086
2020-12-18T00:00:00Z,8.6e-7,9e-7,8.4e-7,8.7e-7,0.8178712246309768,2.270212762560308
2020-12-19T00:00:00Z,8.7e-7,9.4e-7,8.6e-7,8.7e-7,1.987270509809938,2.2990901140501565
2020-12-20T00:00:00Z,8.6e-7,9.1e-7,8.4e-7,8.7e-7,0.9183971525599582,2.2800107144490047
2020-12-21T00:00:00Z,8.9e-7,9.2e-7,8.2e-7,8.3e-7,1.1693837814949803,1.9295618091444051
2020-12-22T00:00:00Z,8.3e-7,8.5e-7,7.9e-7,7.9e-7,1.2358975386199949,1.9351233186802055
2020-12-23T00:00:00Z,7.9e-7,8.1e-7,6.4e-7,7e-7,3.5800481724349873,1.707326053166907
2020-12-24T00:00:00Z,7.1e-7,7.4e-7,6.7e-7,7.2e-7,1.1482206714049958,1.6225275931507102
2020-12-25T00:00:00Z,7.2e-7,7.6e-7,6.7e-7,6.9e-7,0.6833945080549989,1.59716088067101
2020-12-26T00:00:00Z,6.9e-7,7.1e-7,6.2e-7,6.2e-7,3.4249212276979923,1.6746317435112847
2020-12-27T00:00:00Z,6.3e-7,6.5e-7,5.8e-7,6.3e-7,1.145208976417929,1.679470587550582
2020-12-28T00:00:00Z,6.3e-7,6.8e-7,6e-7,6.4e-7,2.6241578258929934,1.6688691859415836
2020-12-29T00:00:00Z,6.4e-7,6.6e-7,5.9e-7,6e-7,2.580289558282996,1.7398332952774347
2020-12-30T00:00:00Z,5.9e-7,6e-7,5.4e-7,5.7e-7,0.9989483638039901,1.645612944210336
2020-12-31T00:00:00Z,5.7e-7,5.9e-7,5.5e-7,5.8e-7,1.271531315399973,1.592136340009635
2021-01-01T00:00:00Z,5.8e-7,6.1e-7,5.7e-7,5.8e-7,0.3611064285493655,1.569354989244254
2021-01-02T00:00:00Z,5.8e-7,5.8e-7,4.9e-7,5.2e-7,1.0100127638989802,1.555863336707903
2021-01-03T00:00:00Z,5.2e-7,5.8e-7,4.7e-7,5.7e-7,2.439792396559975,1.6249359315062022
2021-01-04T00:00:00Z,5.8e-7,6.6e-7,5.6e-7,6.3e-7,2.0548311520219875,1.6899767501314524
2021-01-05T00:00:00Z,6.3e-7,6.7e-7,5.7e-7,6e-7,1.8203956472969864,1.7212097041680043
2021-01-06T00:00:00Z,6e-7,6.6e-7,5.7e-7,6.4e-7,1.9704265233383624,1.6621052869086224
2021-01-07T00:00:00Z,6.6e-7,7.4e-7,5.9e-7,6e-7,3.265137812322903,1.7844686162932188
